first_name,last_name,company,title,domain,email,phone,industry,country,linkedin_url
,,Khalid Mohamed Al-Shathri Factory for Cleaning Tools,,aramco.com.sa,sahilkm@aramco.com.sa,0505823958,الصناعات التحويلية الأخرى,سدير,
,,Al-Nazafa Al-Faala Co. Factory for Detergents and Disinfectants,,hotmail.com,vona551@hotmail.com,0504861817,صنع المواد الكيميائية والمنتجات الكيميائية,سدير,
,,Fouad Abdul Jalil Al-Fadly Co. Factory for Laboratory Cultures,,fuadalfadhli.com,faris@fuadalfadhli.com,0505216343,صنع المواد الكيميائية والمنتجات الكيميائية,سدير,
,,Safaa Al-Madina Factory for Sponge and Mattresses,,yahoo.com,saad2620@yahoo.com,0505459843,صنع الاثاث,سدير,
,,Abaq Al-Jazeera Detergents Factory,,gmail.com,ezdehaaar@gmail.com,0505208465,صنع المواد الكيميائية والمنتجات الكيميائية,سدير,
,,Turki Mohamed Al- Sanad Petrochemical Factory,,hotmail.com,sts_222222@hotmail.com,0505284904,صنع فحم الكوك والمنتجات النفطية المكررة,شقراء,
,,Saad Abdullah Fayez Al-Sahli Factory for Petrochemicals,,gmail.com,saadsahli16@gmail.com,0505484855,صنع فحم الكوك والمنتجات النفطية المكررة,شقراء,
,,Coloring Systems Co.,,tintingsys.com,info@tintingsys.com,0555215762,صنع المواد الكيميائية والمنتجات الكيميائية,عسيـــر,
,,Kingdom Paints Factory Co.,,yahoo.com,aborakan969@yahoo.com,0555756112,صنع المواد الكيميائية والمنتجات الكيميائية,عسيـــر,
,,Riyadh Oxygen Plant,,hotmail.com,mousa_399@hotmail.com,0554475597,صنع المواد الكيميائية والمنتجات الكيميائية,عسيـــر,
,,Al-Asad Factory for General Detergents,,hotmail.com,star05004@hotmail.com,0564764813,صنع المواد الكيميائية والمنتجات الكيميائية,عسيـــر,
,,Al-Reeyada Al-Haditha Factory for Automotive fluids,,hotmail.com,fg-m9987@hotmail.com,0504741911,صنع المواد الكيميائية والمنتجات الكيميائية,عسيـــر,
,,Al-Lawn Al-Zahi Paints Factory,,hotmail.com,mohmmed_007@hotmail.com,0567555416,صنع المواد الكيميائية والمنتجات الكيميائية,عسيـــر,
,,Future Paints Factory,,al-jazeerapaints.com,asulaiman@al-jazeerapaints.com,0555215762,صنع المواد الكيميائية والمنتجات الكيميائية,عسيـــر,
,,"Index Factory for the Production of Radiators, Distilled Water and Acid",,hotmail.com,almoaddi1@hotmail.com,0503076988,صنع المواد الكيميائية والمنتجات الكيميائية,عسيـــر,
,,Ahl Al-Esraa Factory for Detergents and Disinfectants,,ahalalsaraa.com,gm@ahalalsaraa.com,0590424824,صنع المواد الكيميائية والمنتجات الكيميائية,عسيـــر,
,,DAX Global Factory For Detergents and Disinfectants,,hotmail.com,top-wear@hotmail.com,0504584448,صنع المواد الكيميائية والمنتجات الكيميائية,عسيـــر,
,,Saeed Hadi Al-Qahtani Paints Factory,,hotmail.com,saeed-hady-alqahtani@hotmail.com,0598408400,صنع المواد الكيميائية والمنتجات الكيميائية,عسيـــر,
,,Al-Hanaya Restaurant & Supermarket,,jotun.com,mohamed.alsaiary@jotun.com,0555555665,,عسيـــر,
,,Al-Said Household Utensils Factory Co.,,alsayed-f.com,hisham@alsayed-f.com,0505504776,صنع منتجات المعادن المشكلة، باستثناء الالات والمعدات,Makkah,
,,Riyadh Oxygen Plant - Mecca Branch,,gmail.com,albassam80@gmail.com,0556148946,صنع المواد الكيميائية والمنتجات الكيميائية,Makkah,
,,Majid Modern Factory for Perfumes and Oud Manufacturing,,ajmalksa.com,abdullah.abbasi@ajmalksa.com,0507014185,صنع المواد الكيميائية والمنتجات الكيميائية,Makkah,
,,Elsarty Perfumes Co. factory,,sassatbestwmes.com,sassati@sassatbestwmes.com,0505510773,صنع المواد الكيميائية والمنتجات الكيميائية,Makkah,
,,Qabas Perfumes Co. Factory,,gabas.com,mohammad@gabas.com,0504502485,صنع المواد الكيميائية والمنتجات الكيميائية,Makkah,
,,Makka Factory for Automotive Paints,,aka.com.sa,omar@aka.com.sa,0555566270,صنع المواد الكيميائية والمنتجات الكيميائية,Makkah,
,,Mobily,,mobily.com.sa,corporate.sales@mobily.com.sa,0543211121,أخرى,Al Kharj,
,,Saudi Telecom Company (STC),,stc.com.sa,contact@stc.com.sa,0514527000,,Al Kharj,
,,Saudi Arabia Basic Industries Corporation - SABIC,,sabic.com,aalmarzooq@sabic.com,0000000000,صنع المواد الكيميائية والمنتجات الكيميائية,Dammam,
,,"Retage Al-Wasil Company for Services, Maintenance and Subsistence",,carpets.com,jaber@carpets.com,0505757403,أخرى,Riyadh,
,,Mobily,,mobily.com.sa,finance@mobily.com.sa,0561100148,أخرى,Qassim,
,,شركة سمسا للنقل السريع المحدودة,,gmail.com,electbill1@gmail.com,0555270117,,Hail,
,,Naqel Company,,naqel.com.sa,b.alsmail@naqel.com.sa,0593392269,,Hail,
,,Al-Bashir  Co. Factory for LEDs and Lighting,,yahoo.com,albushaierco@yahoo.com,0505930309,صنع منتجات المعادن المشكلة، باستثناء الالات والمعدات,Al Ahsa,
,,Resonance Systems Factory for Car Accessories,,hotmail.com,r-s-e-e@hotmail.com,0559994015,صنع منتجات المطاط والبلاستك,Al Kharj,
,,Al-Shorouq Foam Factory Factory Ltd.,,hotmail.com,shorooqcom@hotmail.com,0505106145,الصناعات التحويلية الأخرى,Al Kharj,
,,Ayed Obaid Abdullah Al-Jeaidi Al-Dosari Factory,,yahoo.com,aljoaidigroup@yahoo.com,0505775590,صنع منتجات المعادن المشكلة، باستثناء الالات والمعدات,Al Kharj,
,,Nour Almasa Company,,hotmail.com,mmayyassi@hotmail.com,0503109249,صنع منتجات المعادن المشكلة، باستثناء الالات والمعدات,Al Kharj,
,,Al Ebtekar for Packaging and Printing,,al-ebtekar.com,ebtekar1@al-ebtekar.com,0505815021,الطباعة,Dammam,
,,Al-Sharqiya Printing and Press Co.,,hotmail.com,alkhnani@hotmail.com,0555842055,الطباعة,Dammam,
,,Arabian Fiberglass Insulation Co. Ltd. (AFICO),,zamilindustrial.com,ramzi@zamilindustrial.com,0502733333,صنع منتجات المطاط والبلاستك,Dammam,
,,National Paper Products Company,,napcogroup.com,fahad.alsudairi@napcogroup.com,0559104000,صنع الورق ومنتجات الورق,Dammam,
,,Al-Tamimi Company for the Manufacture of Adhesive Tapes,,almimi.com,tamimi.ho@almimi.com,0555823348,صنع منتجات المطاط والبلاستك,Dammam,
,,شركة الشرق الأوسط لمكيفات الهواء المحدودة,,zamilindustrial.com,ramzi@zamilindustrial.com,0555932328,صنع الالات والمعدات غير المصنفة في موضع اخر,Dammam,
,,Al-Madina Printing & Publication Co.,,sppc.com.sa,ahmed.bafaqer@sppc.com.sa,0506882624,الطباعة,Dammam,
,,Safa Aluminium Saudi Co.,,safaluminium.com,fahad@safaluminium.com,0555812976,صنع منتجات المعادن المشكلة، باستثناء الالات والمعدات,Dammam,
,,NAPCO  Consumable Products Company,,napcogroup.com,ailah@napcogroup.com,0541510151,صنع منتجات المطاط والبلاستك,Dammam,
,,"Ondeo Nalco Saudi Co., Ltd.",,nalco.com,alshaik@nalco.com,0506810832,صنع منتجات المعادن المشكلة، باستثناء الالات والمعدات,Dammam,
,,Waha Saudi Company Limited for Electric Supplies (Wescosa),,wescosa.com,jaffaryusuf@wescosa.com,0558666474,الصناعات التحويلية الأخرى,Dammam,
,,Saudi Aluminium and Iron Hanger Factory,,alnajim.com,nasico@alnajim.com,0555816421,صنع منتجات المعادن اللافلزية الأخرى,Dammam,
,,Riyadh Furniture Factory,,hotmail.com,rffmmww@hotmail.com,0504833534,صنع منتجات المطاط والبلاستك,Dammam,
,,Zamil Ladder Factory,,zamilal.com,ibrahim@zamilal.com,0599735300,صنع الالات والمعدات غير المصنفة في موضع اخر,Dammam,
,,Al-Salamah Radiators Factory,,salamaradiator.com,info@salamaradiator.com,0509888881,الصناعات التحويلية الأخرى,Dammam,
,,Aluminium and Glass Specialized Industries Co. Factory,,gsi-glass.com,fathi.surkhi@gsi-glass.com,0535005546,صنع منتجات المعادن المشكلة، باستثناء الالات والمعدات,Dammam,
,,Fiber Q-Lite Industries Arabic,,cmci-sa.com,moussa@cmci-sa.com,0503823110,صنع منتجات المطاط والبلاستك,Dammam,
,,Al-Magel Wooden Platforms Factory,,almoajilholding.com,azahrani@almoajilholding.com,0599968959,صنع الخشب ومنتجات الخشب والفلين، باستثناء الاثاث؛ صنع اصناف من القش ومواد الضفر,Dammam,
,,Al-Nahda Radiators Factory,,hotmail.com,gm_anhdh@hotmail.com,0503850479,صنع منتجات المعادن المشكلة، باستثناء الالات والمعدات,Dammam,
,,Al-Hajiri Factory for Thermal Insulation and Cooling,,alhajryco.com,info@alhajryco.com,0503832060,صنع منتجات المطاط والبلاستك,Dammam,
,,Hawaa Factory for Wiring  Accessories Industry,,yahoo.com,maheryhawa@yahoo.com,0555894047,صنع منتجات المعادن المشكلة، باستثناء الالات والمعدات,Dammam,
,,Ramsey Est.  Factory for Aluminum,,ramzialuminum.com.saom,a.munasif@ramzialuminum.com.saom,0593333614,صنع منتجات المعادن المشكلة، باستثناء الالات والمعدات,Dammam,
,,Al-Iman Printing Press,,aleman.com.sa,info@aleman.com.sa,0505807003,الطباعة,Dammam,
,,Al-Treki Printing Press,,altraiki.com,info@altraiki.com,0505806141,الطباعة,Dammam,
,,Al Hilal Electronic Printing Co. Ltd.,,alhilalprinting.com,info@alhilalprinting.com,0505853989,صنع الحواسيب والمنتجات الإلكترونية والبصرية,Dammam,
,,Hussein Ismail Office Systems Est.,,alismail.com,hisham@alismail.com,0505239864,صنع الاثاث,Dammam,
,,Al-Owaidah Co. For Industries,,owaidah.com,industry@owaidah.com,0555251208,صنع منتجات المعادن المشكلة، باستثناء الالات والمعدات,Riyadh,
,,Saudi Gulf Hydraulics Co. Ltd.,,falgroup.com.sa,saad@falgroup.com.sa,0501802211,صنع الالات والمعدات غير المصنفة في موضع اخر,Riyadh,
,,Saudi Gulf Environmental Protection Company SEPCO,,hotmail.com,sepcoriyadh@hotmail.com,0500200404,صنع المواد الكيميائية والمنتجات الكيميائية,Riyadh,
,,Saudi Mechanical Industries Co.,,smi.com.sa,admin@smi.com.sa,0503432319,صنع الالات والمعدات غير المصنفة في موضع اخر,Riyadh,
,,Arab Company for Cable Polymers Limited - Plascom,,plascom.com.sa,info@plascom.com.sa,0504778166,صنع منتجات المطاط والبلاستك,Riyadh,
,,Arabian Micro Industries Company,,api-co.com,sales@api-co.com,0505494878,الصناعات التحويلية الأخرى,Riyadh,
,,National Company for Cleaning and Paint Brushes,,nibco-ltd.com,info@nibco-ltd.com,0505441886,صنع المواد الكيميائية والمنتجات الكيميائية,Riyadh,
,,Saudi Car Spare Parts Factory,,yahoo.com,diedansalem@yahoo.com,0505216912,صنع الالات والمعدات غير المصنفة في موضع اخر,Riyadh,
,,Saudi Flags Factory Co.,,hotmail.com,saudiflags@hotmail.com,0500507330,صنع المنسوجات,Riyadh,
,,Al-Khorayef Industries Co.,,alkhorayef.com,factory@alkhorayef.com,0503409694,صنع المعدات الكهربائية,Riyadh,
,,Riyadh Foundry Factory for Metal Smelting & Forming,,sudairygroup.com,info@sudairygroup.com,0505994899,صنع منتجات المعادن المشكلة، باستثناء الالات والمعدات,Riyadh,
,,SABIC Industrial Center,,sabic.com,alsherehyf@sabic.com,0504478143,صنع المواد الكيميائية والمنتجات الكيميائية,Riyadh,
,,Ahmad Fahad Al-Dakhil Factory for Perfumes and Cosmetics,,aldakheeloud.com,info@aldakheeloud.com,0505422475,الصناعات التحويلية الأخرى,Riyadh,
,,Wood Furnaces Factory,,hotmail.com,fahd.s.r@hotmail.com,0556434656,صنع منتجات المعادن المشكلة، باستثناء الالات والمعدات,Riyadh,
,,Dry Mixtures Factory,,dmc-mix.com,quality@dmc-mix.com,0506176191,صنع المواد الكيميائية والمنتجات الكيميائية,Riyadh,
,,Salman Johar Al-Johar Factory for the Production of Accessories,,wofoor.com.sa,wofoor@wofoor.com.sa,0506284745,صنع منتجات المعادن المشكلة، باستثناء الالات والمعدات,Riyadh,
,,Riyadh Envelope Factory,,abaker.com.sa,ref@abaker.com.sa,0505817509,صنع الورق ومنتجات الورق,Riyadh,
,,Saudi Specialized Materials Company Factory,,saudicolmef.com,faisal@saudicolmef.com,0553828236,صنع منتجات المطاط والبلاستك,Riyadh,
,,Global Marketing Center Factory,,othaimmarkets.com,am.alhaddad@othaimmarkets.com,0555477438,الصناعات التحويلية الأخرى,Riyadh,
,,World Kitchen Factory,,hotmail.com,kudeybaker@hotmail.com,0502184806,صنع منتجات المعادن المشكلة، باستثناء الالات والمعدات,Riyadh,
,,Salman Johar Al-Johar Factory for the Production of Formica,,gmail.com,rakanaljohar1@gmail.com,0544222927,صنع منتجات المطاط والبلاستك,Riyadh,
,,Al-Awal Co. Factory for Industry,,ftc.com.sa,abyan@ftc.com.sa,0505286050,صنع منتجات المعادن المشكلة، باستثناء الالات والمعدات,Riyadh,
,,Al Majid Factory for Oud,,almajed4oud.com,rents@almajed4oud.com,0505452282,صنع المواد الكيميائية والمنتجات الكيميائية,Riyadh,
,,Mohamed Saeed Talib  & Partners Factory for Swimming Tools,,hotmail.com,mohammedbintalibco@hotmail.com,0505442004,صنع الالات والمعدات غير المصنفة في موضع اخر,Riyadh,
,,Nojoom Al-Sharaa Factory for Prefabricated Houses,,hotmail.com,zureea_est@hotmail.com,0554128458,صنع منتجات المعادن المشكلة، باستثناء الالات والمعدات,Riyadh,
,,Welph Technology Factory,,eteehsco.com,abbas@eteehsco.com,0506246235,صنع منتجات المطاط والبلاستك,Riyadh,
,,Saudi Factory for Fight Equipment  (SFFECO),,sffeco.com.sa,hadi@sffeco.com.sa,0504107576,الصناعات التحويلية الأخرى,Riyadh,
,,Gwen Factory for Goldsmithing and Jewelry,,hotmail.com,al_juhni@hotmail.com,0505309738,الصناعات التحويلية الأخرى,Medina,
,,Arabian Sulfonates Company (ASCO),,asco.com.sa,saud@asco.com.sa,0546655868,صنع منتجات المطاط والبلاستك,Jeddah,
